type,status,priority,estimatedHours,budget,expectedViews,expectedClicks,expectedLeads,expectedConversions,expectedCTR,expectedConversionRate,platforms,channel,complexityScore,riskLevel,delayHours,reopenCount,actualDurationHours
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
SEO,IN_PROGRESS,MEDIUM,15,950.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,15
CONTENT_CREATION,TO_DO,LOW,6,280.00,4200,160,12,3,3.81,0.57,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,HIGH,30,7800.00,95000,4300,210,52,4.52,0.57,Google,SEM,4,3,0.00,0,30
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,12,920.00,21000,880,44,11,4.19,0.42,"Instagram;TikTok",Social,3,2,0.00,0,12
EMAIL,TO_DO,LOW,3,110.00,2600,100,6,2,3.85,0.38,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_REVIEW,CRITICAL,42,2600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,42
DESIGN,TO_DO,MEDIUM,11,740.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,11
COPYWRITING,IN_PROGRESS,LOW,5,190.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
CAMPAIGN,IN_PROGRESS,HIGH,98,16000.00,240000,10000,520,130,4.17,0.54,"Facebook;Google",Multi,4,3,0.00,0,98
CONTENT_CREATION,IN_REVIEW,MEDIUM,20,1250.00,12000,480,30,9,4.00,0.75,YouTube,Video,3,2,0.00,0,20
PPC,TO_DO,MEDIUM,24,4600.00,68000,2900,150,38,4.26,0.55,Display,Programmatic,4,2,0.00,0,24
SOCIAL_MEDIA,DONE,HIGH,28,5000.00,88000,3500,170,42,3.98,0.48,"Facebook;LinkedIn",Social,4,2,0.00,0,28
EMAIL,IN_PROGRESS,MEDIUM,13,760.00,17000,760,40,10,4.47,0.59,Email,Email,3,2,0.00,0,13
ANALYTICS,TO_DO,HIGH,32,1700.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,32
DESIGN,IN_REVIEW,LOW,6,160.00,0,0,0,0,0.00,0.00,Display,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,140.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CONTENT_CREATION,IN_PROGRESS,HIGH,38,2900.00,47000,1800,110,30,3.83,0.59,YouTube,Video,4,3,0.00,0,38
PPC,IN_REVIEW,CRITICAL,66,34000.00,520000,25000,1200,320,4.85,0.61,Google,SEM,5,4,0.00,1,66
SOCIAL_MEDIA,TO_DO,MEDIUM,18,1200.00,32000,1200,60,15,3.75,0.47,"Instagram;Pinterest",Social,3,2,0.00,0,18
EMAIL,DONE,LOW,4,105.00,5400,230,13,4,4.21,0.63,Email,Email,2,1,0.00,0,4
ANALYTICS,IN_PROGRESS,CRITICAL,58,3300.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,58
DESIGN,TO_DO,MEDIUM,15,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,15
SEO,IN_REVIEW,HIGH,26,1450.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,26
CONTENT_CREATION,TO_DO,LOW,7,340.00,5200,200,16,4,3.88,0.62,Website,Content,2,1,0.00,0,7
PPC,IN_PROGRESS,HIGH,46,19000.00,320000,15000,750,190,4.47,0.56,Google,SEM,5,4,0.00,1,46
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,22,1600.00,38000,1400,70,18,3.79,0.50,"Facebook;Instagram",Social,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,11,680.00,15000,700,38,9,4.41,0.61,Email,Email,3,2,0.00,0,11
ANALYTICS,TO_DO,MEDIUM,14,820.00,0,0,0,0,0.00,0.00,Website,Performance,3,2,0.00,0,14
DESIGN,IN_PROGRESS,LOW,6,170.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CONTENT_CREATION,IN_REVIEW,HIGH,28,2100.00,33000,1300,75,20,3.94,0.60,YouTube,Video,4,3,0.00,0,28
PPC,TO_DO,MEDIUM,26,5400.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,HIGH,36,6400.00,105000,4500,240,60,4.29,0.57,"Instagram;TikTok",Social,4,3,0.00,0,36
EMAIL,IN_REVIEW,LOW,3,85.00,4200,170,10,3,4.05,0.40,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_PROGRESS,HIGH,24,1300.00,0,0,0,0,0.00,0.00,Internal,Analytics,4,3,0.00,0,24
DESIGN,TO_DO,LOW,5,125.00,0,0,0,0,0.00,0.00,Display,Creative,1,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,16,840.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,MEDIUM,22,1180.00,14000,560,32,9,4.00,0.64,Website,Content,3,2,0.00,0,22
PPC,IN_REVIEW,HIGH,34,13200.00,220000,9800,500,130,4.41,0.56,Google,SEM,5,3,0.00,1,34
SOCIAL_MEDIA,TO_DO,MEDIUM,14,980.00,26000,1000,50,12,3.83,0.50,"Instagram;Pinterest",Social,3,2,0.00,0,14
EMAIL,IN_PROGRESS,MEDIUM,15,920.00,21000,950,52,13,4.57,0.63,Email,Email,3,2,0.00,0,15
ANALYTICS,IN_REVIEW,CRITICAL,70,3800.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,70
DESIGN,IN_PROGRESS,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
SEO,TO_DO,LOW,4,160.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CONTENT_CREATION,IN_REVIEW,LOW,9,420.00,6200,240,18,5,4.00,0.60,Website,Content,2,1,0.00,0,9
PPC,IN_PROGRESS,HIGH,54,26000.00,420000,21000,1050,280,4.48,0.58,Google,SEM,5,4,0.00,2,54
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,18,1260.00,31000,1150,58,15,3.71,0.47,"LinkedIn;Twitter",Social,3,2,0.00,0,18
EMAIL,TO_DO,LOW,2,48.00,1300,55,3,1,4.00,0.25,Email,Email,1,1,0.00,0,2
ANALYTICS,IN_PROGRESS,HIGH,36,2000.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,36
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CONTENT_CREATION,TO_DO,MEDIUM,24,1420.00,21000,820,48,13,4.00,0.62,Website,Content,3,2,0.00,0,24
PPC,IN_PROGRESS,MEDIUM,28,6600.00,110000,5200,260,65,4.36,0.55,Display,Programmatic,4,3,0.00,0,28
SOCIAL_MEDIA,IN_PROGRESS,HIGH,48,14800.00,280000,12500,650,160,4.32,0.57,"Facebook;LinkedIn",Social,4,3,0.00,0,48
EMAIL,IN_REVIEW,MEDIUM,12,720.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
ANALYTICS,TO_DO,CRITICAL,82,5400.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,82
DESIGN,IN_REVIEW,MEDIUM,20,1120.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
SEO,TO_DO,LOW,5,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
CONTENT_CREATION,IN_PROGRESS,HIGH,42,3300.00,56000,2300,140,36,4.07,0.64,YouTube,Video,4,3,0.00,0,42
PPC,IN_REVIEW,CRITICAL,88,52000.00,820000,42000,2100,520,4.91,0.66,Google,SEM,5,4,0.00,2,88
SOCIAL_MEDIA,TO_DO,MEDIUM,16,1040.00,28000,1100,55,14,3.85,0.49,"Instagram;TikTok",Social,3,2,0.00,0,16
EMAIL,DONE,LOW,4,115.00,5600,240,14,4,4.17,0.64,Email,Email,2,1,0.00,0,4
ANALYTICS,IN_PROGRESS,CRITICAL,60,3200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,60
DESIGN,TO_DO,MEDIUM,14,880.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
SEO,IN_REVIEW,HIGH,32,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,32
CONTENT_CREATION,TO_DO,LOW,6,260.00,3400,130,10,3,3.85,0.62,Website,Content,2,1,0.00,0,6
PPC,IN_PROGRESS,HIGH,58,31000.00,500000,25000,1200,300,4.50,0.60,Google,SEM,5,4,0.00,2,58
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,20,1500.00,36000,1400,70,18,3.80,0.50,"Facebook;Instagram",Social,3,2,0.00,0,20
EMAIL,IN_PROGRESS,MEDIUM,10,640.00,15000,700,38,9,4.38,0.63,Email,Email,3,2,0.00,0,10
ANALYTICS,TO_DO,HIGH,34,1900.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,IN_REVIEW,LOW,6,180.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,124,34000.00,600000,28000,1400,360,4.62,0.60,"Facebook;Google",Multi,5,4,0.00,0,124
CONTENT_CREATION,IN_REVIEW,MEDIUM,18,1280.00,16000,640,36,10,4.00,0.63,Website,Content,3,2,0.00,0,18
PPC,IN_PROGRESS,HIGH,44,17000.00,280000,12000,600,150,4.38,0.56,Google,SEM,5,3,0.00,1,44
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,26,2000.00,42000,1600,90,24,3.81,0.57,"Instagram;LinkedIn",Social,3,2,0.00,0,26
EMAIL,IN_REVIEW,LOW,4,150.00,7000,300,18,4,4.29,0.57,Email,Email,2,1,0.00,0,4
ANALYTICS,IN_PROGRESS,CRITICAL,76,4600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,76
DESIGN,TO_DO,MEDIUM,16,940.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
SEO,IN_REVIEW,MEDIUM,22,1280.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,22
CONTENT_CREATION,IN_PROGRESS,HIGH,40,3100.00,52000,2100,130,34,4.05,0.62,YouTube,Video,4,3,0.00,0,40
PPC,IN_REVIEW,MEDIUM,30,7200.00,120000,5400,270,70,4.50,0.56,Display,Programmatic,4,3,0.00,0,30
SOCIAL_MEDIA,TO_DO,MEDIUM,15,980.00,26000,1000,50,12,3.83,0.50,"Instagram;Twitter",Social,3,2,0.00,0,15
EMAIL,IN_PROGRESS,MEDIUM,12,700.00,16000,750,40,10,4.29,0.63,Email,Email,3,2,0.00,0,12
ANALYTICS,IN_REVIEW,HIGH,28,1400.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,28
DESIGN,TO_DO,LOW,5,130.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,5
SEO,IN_PROGRESS,MEDIUM,20,1100.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,20
CAMPAIGN,IN_PROGRESS,HIGH,108,30000.00,520000,24000,1200,320,4.44,0.58,"Facebook;Google",Multi,4,3,0.00,0,108
CAMPAIGN,IN_PROGRESS,HIGH,72,14000.00,210000,9000,420,105,4.00,0.50,"Facebook;Instagram",Multi,4,3,0.00,0,72
CONTENT_CREATION,TO_DO,MEDIUM,10,520.00,7000,280,18,5,3.80,0.64,Website,Content,3,2,0.00,0,10
SEO,IN_REVIEW,HIGH,22,1300.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,22
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,14,900.00,24000,950,48,12,3.90,0.50,"Instagram;TikTok",Social,3,2,0.00,0,14
EMAIL,TO_DO,LOW,3,60.00,1800,70,5,1,4.00,0.31,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,36,12500.00,200000,9000,450,110,4.50,0.55,Google,SEM,5,3,0.00,1,36
ANALYTICS,IN_REVIEW,CRITICAL,44,2600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,44
DESIGN,TO_DO,MEDIUM,10,780.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,10
COPYWRITING,IN_PROGRESS,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,MEDIUM,22,3400.00,48000,1900,95,24,3.96,0.50,Display,Programmatic,4,2,0.00,0,22
SOCIAL_MEDIA,DONE,HIGH,30,5200.00,90000,3600,180,45,4.00,0.50,"Facebook;LinkedIn",Social,4,2,0.00,0,30
CONTENT_CREATION,IN_PROGRESS,HIGH,34,2600.00,42000,1600,95,26,3.81,0.62,YouTube,Video,4,3,0.00,0,34
EMAIL,IN_REVIEW,MEDIUM,9,540.00,15000,700,40,10,4.33,0.60,Email,Email,3,2,0.00,0,9
DESIGN,TO_DO,LOW,5,140.00,0,0,0,0,0.00,0.00,Display,Creative,2,1,0.00,0,5
ANALYTICS,TO_DO,HIGH,28,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,28
SEO,IN_PROGRESS,MEDIUM,16,820.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,16
CAMPAIGN,TO_DO,CRITICAL,200,26000.00,380000,17000,900,230,4.47,0.61,"Facebook;Google",Multi,5,4,0.00,0,200
CONTENT_CREATION,TO_DO,LOW,4,170.00,1800,70,6,2,3.89,0.67,Website,Content,2,1,0.00,0,4
EMAIL,DONE,LOW,3,95.00,5200,220,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,48,18000.00,300000,14000,700,170,4.44,0.57,Google,SEM,5,4,0.00,1,48
DESIGN,IN_REVIEW,MEDIUM,20,1200.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
ANALYTICS,IN_PROGRESS,MEDIUM,16,760.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,16
SEO,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,6
SOCIAL_MEDIA,IN_PROGRESS,HIGH,40,9000.00,160000,7000,380,95,4.38,0.59,"Instagram;TikTok",Social,4,3,0.00,0,40
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1350.00,19000,750,42,11,3.95,0.58,Website,Content,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,14,820.00,20000,900,50,13,4.50,0.65,Email,Email,3,2,0.00,0,14
PPC,TO_DO,MEDIUM,26,4800.00,85000,3600,180,45,4.24,0.53,Display,Programmatic,4,2,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,32,1800.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,32
DESIGN,TO_DO,LOW,7,210.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,3,120.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,3
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,16,1100.00,26000,900,45,11,3.46,0.42,"Instagram;Pinterest",Social,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,HIGH,36,2400.00,38000,1500,85,22,3.95,0.58,YouTube,Video,4,3,0.00,0,36
EMAIL,TO_DO,LOW,2,55.00,1200,50,3,1,4.17,0.25,Email,Email,1,1,0.00,0,2
PPC,IN_PROGRESS,CRITICAL,78,46000.00,700000,35000,1800,450,5.00,0.64,Google,SEM,5,4,0.00,2,78
ANALYTICS,TO_DO,CRITICAL,92,5600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,92
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_PROGRESS,HIGH,34,2000.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,34
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,24,2200.00,43000,1650,92,25,3.84,0.58,"Facebook;Instagram",Social,3,2,0.00,0,24
CONTENT_CREATION,TO_DO,MEDIUM,16,920.00,10500,420,28,8,3.81,0.76,Website,Content,3,2,0.00,0,16
EMAIL,IN_REVIEW,LOW,4,150.00,6800,300,18,4,4.41,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,38,12800.00,210000,9500,480,120,4.52,0.57,Google,SEM,5,3,0.00,1,38
ANALYTICS,IN_REVIEW,CRITICAL,64,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,64
DESIGN,IN_PROGRESS,MEDIUM,14,860.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
COPYWRITING,IN_PROGRESS,LOW,5,180.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CAMPAIGN,IN_PROGRESS,HIGH,116,29000.00,480000,22000,1100,280,4.48,0.59,"Facebook;Google",Multi,4,3,0.00,0,116
CONTENT_CREATION,TO_DO,LOW,8,260.00,3600,150,10,3,3.75,0.67,Website,Content,2,1,0.00,0,8
EMAIL,DONE,LOW,3,90.00,5000,210,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,56,27000.00,440000,22000,1100,300,4.44,0.56,Google,SEM,5,4,0.00,2,56
DESIGN,IN_REVIEW,MEDIUM,22,1420.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,22
ANALYTICS,IN_PROGRESS,MEDIUM,18,920.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,18
SEO,TO_DO,LOW,5,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
SOCIAL_MEDIA,IN_PROGRESS,HIGH,46,10000.00,180000,8000,420,105,4.44,0.58,"Instagram;TikTok",Social,4,3,0.00,0,46
CONTENT_CREATION,IN_REVIEW,MEDIUM,24,1520.00,23000,950,55,14,4.13,0.61,Website,Content,3,2,0.00,0,24
EMAIL,IN_PROGRESS,MEDIUM,16,1000.00,24000,1150,60,16,4.79,0.67,Email,Email,3,2,0.00,0,16
PPC,TO_DO,MEDIUM,30,7400.00,120000,5400,270,70,4.50,0.56,Display,Programmatic,4,3,0.00,0,30
ANALYTICS,IN_REVIEW,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,54,15500.00,300000,13000,650,160,4.33,0.57,"Facebook;LinkedIn",Social,4,3,0.00,0,54
CONTENT_CREATION,TO_DO,MEDIUM,20,1120.00,15000,600,36,10,4.00,0.67,Website,Content,3,2,0.00,0,20
EMAIL,IN_REVIEW,LOW,4,160.00,7000,300,18,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,42,16500.00,270000,12000,600,150,4.29,0.54,Google,SEM,5,3,0.00,1,42
ANALYTICS,TO_DO,CRITICAL,72,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,72
DESIGN,IN_REVIEW,MEDIUM,16,940.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,26,2100.00,42000,1600,90,24,3.81,0.57,"Facebook;Instagram",Social,3,2,0.00,0,26
CONTENT_CREATION,IN_REVIEW,HIGH,38,3100.00,54000,2200,140,36,4.07,0.66,YouTube,Video,4,3,0.00,0,38
EMAIL,IN_PROGRESS,MEDIUM,12,760.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
SEO,IN_PROGRESS,MEDIUM,15,950.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,15
CONTENT_CREATION,TO_DO,LOW,6,280.00,4200,160,12,3,3.81,0.57,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,HIGH,30,7800.00,95000,4300,210,52,4.52,0.57,Google,SEM,4,3,0.00,0,30
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,12,920.00,21000,880,44,11,4.19,0.42,"Instagram;TikTok",Social,3,2,0.00,0,12
EMAIL,TO_DO,LOW,3,110.00,2600,100,6,2,3.85,0.38,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_REVIEW,CRITICAL,42,2600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,42
DESIGN,TO_DO,MEDIUM,11,740.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,11
CONTENT_CREATION,IN_PROGRESS,HIGH,38,2900.00,47000,1800,110,30,3.83,0.59,YouTube,Video,4,3,0.00,0,38
PPC,IN_REVIEW,CRITICAL,66,34000.00,520000,25000,1200,320,4.85,0.61,Google,SEM,5,4,0.00,1,66
SOCIAL_MEDIA,TO_DO,MEDIUM,18,1200.00,32000,1200,60,15,3.75,0.47,"Instagram;Pinterest",Social,3,2,0.00,0,18
EMAIL,DONE,LOW,4,105.00,5400,230,13,4,4.21,0.63,Email,Email,2,1,0.00,0,4
ANALYTICS,IN_PROGRESS,CRITICAL,58,3300.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,58
DESIGN,TO_DO,MEDIUM,15,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,15
SEO,IN_REVIEW,HIGH,26,1450.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,26
CONTENT_CREATION,TO_DO,LOW,7,340.00,5200,200,16,4,3.88,0.62,Website,Content,2,1,0.00,0,7
PPC,IN_PROGRESS,HIGH,46,19000.00,320000,15000,750,190,4.47,0.56,Google,SEM,5,4,0.00,1,46
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,22,1600.00,38000,1400,70,18,3.79,0.50,"Facebook;Instagram",Social,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,11,680.00,15000,700,38,9,4.41,0.61,Email,Email,3,2,0.00,0,11
ANALYTICS,TO_DO,MEDIUM,14,820.00,0,0,0,0,0.00,0.00,Website,Performance,3,2,0.00,0,14
DESIGN,IN_PROGRESS,LOW,6,170.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CONTENT_CREATION,IN_REVIEW,HIGH,28,2100.00,33000,1300,75,20,3.94,0.60,YouTube,Video,4,3,0.00,0,28
PPC,TO_DO,MEDIUM,26,5400.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,HIGH,36,6400.00,105000,4500,240,60,4.29,0.57,"Instagram;TikTok",Social,4,3,0.00,0,36
EMAIL,IN_REVIEW,LOW,3,85.00,4200,170,10,3,4.05,0.40,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_PROGRESS,HIGH,24,1300.00,0,0,0,0,0.00,0.00,Internal,Analytics,4,3,0.00,0,24
DESIGN,TO_DO,LOW,5,125.00,0,0,0,0,0.00,0.00,Display,Creative,1,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,16,840.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,MEDIUM,22,1180.00,14000,560,32,9,4.00,0.64,Website,Content,3,2,0.00,0,22
PPC,IN_REVIEW,HIGH,34,13200.00,220000,9800,500,130,4.41,0.56,Google,SEM,5,3,0.00,1,34
SOCIAL_MEDIA,TO_DO,MEDIUM,14,980.00,26000,1000,50,12,3.83,0.50,"Instagram;Pinterest",Social,3,2,0.00,0,14
EMAIL,IN_PROGRESS,MEDIUM,15,920.00,21000,950,52,13,4.57,0.63,Email,Email,3,2,0.00,0,15
ANALYTICS,IN_REVIEW,CRITICAL,70,3800.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,70
DESIGN,IN_PROGRESS,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
SEO,TO_DO,LOW,4,160.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CONTENT_CREATION,IN_REVIEW,LOW,9,420.00,6200,240,18,5,4.00,0.60,Website,Content,2,1,0.00,0,9
PPC,IN_PROGRESS,HIGH,54,26000.00,420000,21000,1050,280,4.48,0.58,Google,SEM,5,4,0.00,2,54
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,18,1260.00,31000,1150,58,15,3.71,0.47,"LinkedIn;Twitter",Social,3,2,0.00,0,18
EMAIL,TO_DO,LOW,2,48.00,1300,55,3,1,4.00,0.25,Email,Email,1,1,0.00,0,2
ANALYTICS,IN_PROGRESS,HIGH,36,2000.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,36
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CONTENT_CREATION,TO_DO,MEDIUM,24,1420.00,21000,820,48,13,4.00,0.62,Website,Content,3,2,0.00,0,24
PPC,IN_PROGRESS,MEDIUM,28,6600.00,110000,5200,260,65,4.36,0.55,Display,Programmatic,4,3,0.00,0,28
